Academic Score,Stream,Technical Skill,Soft Skill,Personality,Interest,Work Style,Career Domain
81.2,Commerce,Power BI,Creative,Ambivert,Marketing Analytics,Hybrid,Marketing Analyst
95.41,Sports,Analytics,Analytical,Extrovert,Sports Analytics,Office,Sports Analyst
75.44,Engineering,SQL,Team Work,Extrovert,Database,Office,Database Administrator
64.77,Sports,Analytics,Communication,Introvert,Performance,Remote,Performance Analyst
63.78,Journalism,Graphics Design,Creative,Ambivert,Advertising,Hybrid,Copywriter
62.2,Sports,Communication,Team Work,Ambivert,Athletics,Office,Trainer
71.37,Journalism,Web Dev,Communication,Ambivert,SEO,Office,SEO Specialist
64.15,Engineering,C++,Analytical,Introvert,Embedded Systems,Hybrid,Embedded Engineer
82.76,Commerce,Tally,Team Work,Ambivert,Accounting,Remote,Accountant
93.16,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Hybrid,Broadcast Journalist
87.02,Journalism,Graphics Design,Creative,Introvert,Advertising,Remote,Creative Director
92.73,Engineering,C++,Analytical,Extrovert,Embedded Systems,Remote,Embedded Engineer
54.86,Commerce,Excel,Communication,Ambivert,Insurance,Hybrid,Insurance Analyst
98.05,Engineering,Python,Analytical,Introvert,AI,Remote,AI Engineer
53.56,Commerce,Power BI,Leadership,Ambivert,Finance,Hybrid,Finance Manager
70.61,MBA,SQL,Analytical,Ambivert,Consulting,Office,Business Consultant
95.33,Sports,Excel,Leadership,Ambivert,Sports Marketing,Hybrid,Sports Marketing Manager
89.43,Engineering,Python,Analytical,Ambivert,AI,Office,AI Engineer
77.74,Commerce,Tally,Team Work,Extrovert,Accounting,Remote,Accountant
80.26,MBA,Excel,Communication,Ambivert,Sales,Hybrid,Sales Manager
93.3,Engineering,SQL,Analytical,Introvert,Business Analytics,Hybrid,BI Analyst
90.45,MBA,Power BI,Communication,Ambivert,Finance,Remote,Finance Manager
80.58,MBA,Excel,Communication,Extrovert,Sales,Office,Sales Manager
95.99,Science,Python,Analytical,Introvert,Bioinformatics,Hybrid,Bioinformatics Analyst
89.63,MBA,SQL,Leadership,Ambivert,Enterprise Strategy,Remote,Strategy Manager
50.97,Arts,Graphics Design,Creative,Extrovert,Gaming,Office,Game Artist
98.59,Sports,Excel,Team Work,Ambivert,Fitness,Hybrid,Fitness Manager
77.46,Journalism,Graphics Design,Creative,Extrovert,Advertising,Remote,Copywriter
63.7,Engineering,Networking,Communication,Introvert,Infrastructure,Remote,System Engineer
69.8,Engineering,Web Dev,Communication,Extrovert,Web Apps,Office,Full Stack Developer
68.42,Science,Python,Leadership,Extrovert,Research,Remote,Lab Manager
94.76,MBA,Excel,Communication,Extrovert,Sales,Remote,Sales Manager
85.93,Arts,UI/UX,Creative,Extrovert,Accessibility,Office,Accessibility Designer
75.55,Engineering,SQL,Analytical,Ambivert,Business Analytics,Hybrid,BI Analyst
92.6,Engineering,Networking,Team Work,Introvert,Networking,Hybrid,Network Engineer
73.21,MBA,Excel,Communication,Extrovert,Sales,Remote,Sales Manager
51.25,Journalism,Web Dev,Communication,Introvert,Digital Media,Hybrid,Digital Journalist
50.21,Commerce,Excel,Problem Solving,Introvert,Audit,Office,Auditor
57.93,Engineering,Networking,Leadership,Extrovert,Cyber Security,Remote,Security Engineer
51.73,Engineering,Python,Problem Solving,Ambivert,ML,Remote,ML Engineer
94.66,MBA,Power BI,Leadership,Extrovert,Operations,Hybrid,Operations Manager
80.16,Engineering,C++,Problem Solving,Ambivert,Automotive,Remote,Automotive Engineer
75.19,Science,Power BI,Analytical,Ambivert,Analytics,Remote,Research Analyst
57.77,Arts,UI/UX,Creative,Ambivert,Accessibility,Remote,Accessibility Designer
82.21,Commerce,Tally,Communication,Extrovert,Taxation,Remote,Tax Consultant
82.08,Engineering,Python,Problem Solving,Ambivert,NLP,Remote,NLP Engineer
85.15,Engineering,C++,Problem Solving,Extrovert,Robotics,Hybrid,Robotics Engineer
92.76,Engineering,Python,Analytical,Introvert,Cloud,Hybrid,Cloud Engineer
57.14,Journalism,Graphics Design,Creative,Extrovert,Advertising,Hybrid,Creative Director
63.55,Science,SQL,Analytical,Introvert,Data Science,Remote,Data Analyst
92.94,Sports,Excel,Leadership,Ambivert,Sports Marketing,Hybrid,Sports Marketing Manager
99.91,Engineering,C++,Problem Solving,Extrovert,Automotive,Office,Automotive Engineer
96.48,MBA,SQL,Analytical,Introvert,Consulting,Remote,Business Consultant
59.04,Arts,Graphics Design,Creative,Introvert,Illustration,Remote,Illustrator
69.48,Engineering,Python,Problem Solving,Introvert,NLP,Office,NLP Engineer
76.44,Journalism,Graphics Design,Creative,Introvert,Advertising,Hybrid,Creative Director
85.97,MBA,Excel,Communication,Extrovert,Sales,Remote,Sales Manager
82.22,Commerce,Excel,Communication,Introvert,Insurance,Office,Insurance Analyst
79.57,Journalism,Web Dev,Communication,Ambivert,Digital Media,Hybrid,Digital Journalist
69.37,Commerce,Tally,Team Work,Ambivert,Accounting,Office,Accountant
98.62,Arts,Graphics Design,Creative,Introvert,Gaming,Remote,Game Artist
50.52,MBA,Power BI,Leadership,Ambivert,Operations,Remote,Operations Manager
54.84,MBA,Excel,Problem Solving,Introvert,Supply Chain,Office,Supply Chain Manager
81.8,MBA,Excel,Problem Solving,Introvert,Supply Chain,Office,Supply Chain Manager
70.8,Journalism,Web Dev,Communication,Extrovert,SEO,Remote,SEO Specialist
79.37,Engineering,Power BI,Communication,Ambivert,Analytics,Hybrid,BI Developer
56.71,Arts,Graphics Design,Creative,Extrovert,Gaming,Office,Game Artist
89.89,Engineering,Web Dev,Communication,Ambivert,Web Apps,Office,Full Stack Developer
61.64,Engineering,C++,Problem Solving,Extrovert,Automotive,Office,Automotive Engineer
82.63,Engineering,Python,Problem Solving,Introvert,NLP,Hybrid,NLP Engineer
78.9,Sports,Communication,Leadership,Extrovert,Coaching,Office,Coach
83.07,Engineering,C++,Problem Solving,Ambivert,Robotics,Remote,Robotics Engineer
77.69,MBA,Excel,Leadership,Introvert,Marketing,Office,Marketing Manager
96.7,Engineering,SQL,Analytical,Ambivert,Data Science,Hybrid,Data Analyst
72.07,MBA,Excel,Communication,Extrovert,Sales,Hybrid,Sales Manager
89.87,Arts,Graphics Design,Communication,Extrovert,Animation,Hybrid,Animator
87.77,Arts,UI/UX,Creative,Extrovert,Accessibility,Office,Accessibility Designer
81.51,Engineering,SQL,Analytical,Ambivert,Business Analytics,Remote,BI Analyst
72.57,MBA,Excel,Leadership,Extrovert,Marketing,Remote,Marketing Manager
66.23,Engineering,C++,Analytical,Introvert,Embedded Systems,Office,Embedded Engineer
72.01,Engineering,C++,Problem Solving,Ambivert,Automotive,Hybrid,Automotive Engineer
98.19,Arts,Web Dev,Creative,Extrovert,Creative Tech,Hybrid,Creative Technologist
95.08,Science,Maths,Analytical,Introvert,Statistics,Hybrid,Statistician
59.21,Sports,Analytics,Analytical,Ambivert,Sports Analytics,Office,Sports Analyst
66.58,Commerce,Power BI,Creative,Extrovert,Marketing Analytics,Hybrid,Marketing Analyst
90.67,Arts,Graphics Design,Creative,Introvert,Illustration,Hybrid,Illustrator
62.6,Sports,Excel,Leadership,Extrovert,Sports,Remote,Sports Manager
63,Engineering,Networking,Communication,Extrovert,Infrastructure,Office,System Engineer
67.72,Arts,UI/UX,Creative,Extrovert,Accessibility,Office,Accessibility Designer
60.03,Sports,Communication,Leadership,Extrovert,Coaching,Hybrid,Coach
94.89,Journalism,UI/UX,Communication,Ambivert,Publishing,Office,Content Strategist
98.8,Commerce,Power BI,Analytical,Extrovert,Business Intelligence,Remote,BI Consultant
73.24,Journalism,Graphics Design,Leadership,Introvert,PR,Office,PR Specialist
73.63,MBA,SQL,Analytical,Ambivert,Product,Remote,Product Manager
59.05,MBA,SQL,Analytical,Ambivert,Product,Remote,Product Manager
93.79,Sports,Analytics,Analytical,Extrovert,Sports Analytics,Office,Sports Analyst
87.02,Science,Python,Analytical,Ambivert,Bioinformatics,Remote,Bioinformatics Analyst
77.51,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Data Scientist
76.35,Journalism,Web Dev,Leadership,Introvert,News,Remote,Editor
92.81,Engineering,Python,Analytical,Introvert,Cloud,Remote,Cloud Engineer
55.72,Journalism,Graphics Design,Creative,Ambivert,Advertising,Hybrid,Creative Director
77.09,Journalism,Web Dev,Communication,Extrovert,Digital Media,Hybrid,Digital Journalist
72.47,Arts,Graphics Design,Communication,Extrovert,Animation,Remote,Animator
99.83,Sports,Communication,Team Work,Extrovert,Athletics,Hybrid,Trainer
65.08,MBA,Power BI,Analytical,Introvert,Business Intelligence,Remote,BI Manager
52.94,Commerce,Excel,Communication,Extrovert,Insurance,Remote,Insurance Analyst
58.39,Sports,Analytics,Leadership,Extrovert,Sports Tech,Hybrid,Sports Technology Analyst
78.44,Science,Power BI,Analytical,Extrovert,Analytics,Remote,Research Analyst
64.58,Journalism,UI/UX,Communication,Extrovert,Publishing,Hybrid,Content Strategist
84.57,Sports,Communication,Team Work,Extrovert,Athletics,Office,Trainer
67.64,Engineering,Web Dev,Analytical,Ambivert,Architecture,Office,Backend Developer
67.48,Engineering,Networking,Team Work,Extrovert,Networking,Office,Network Engineer
59.37,Commerce,Tally,Communication,Introvert,Taxation,Remote,Tax Consultant
96.4,Science,Python,Problem Solving,Extrovert,ML,Remote,AI Researcher
65.53,Engineering,C++,Problem Solving,Extrovert,Automotive,Hybrid,Automotive Engineer
88.29,MBA,SQL,Leadership,Extrovert,Enterprise Strategy,Office,Strategy Manager
58.44,Sports,Excel,Team Work,Introvert,Fitness,Hybrid,Fitness Manager
88.79,Commerce,SQL,Analytical,Extrovert,Banking,Office,Risk Analyst
76.84,Commerce,Power BI,Creative,Ambivert,Marketing Analytics,Hybrid,Marketing Analyst
65.53,Journalism,Web Dev,Communication,Ambivert,SEO,Hybrid,SEO Specialist
69.42,Arts,Web Dev,Creative,Extrovert,Creative Tech,Hybrid,Creative Technologist
60.95,Engineering,Python,Leadership,Introvert,Automation,Office,Automation Engineer
58.39,Arts,UI/UX,Analytical,Extrovert,User Research,Office,UX Researcher
68.32,Arts,Graphics Design,Creative,Introvert,Gaming,Remote,Game Artist
98.4,Science,Maths,Analytical,Extrovert,Econometrics,Office,Quant Analyst
72.91,Journalism,Communication Tools,Communication,Extrovert,Media,Hybrid,Journalist
88.14,Engineering,Python,Analytical,Extrovert,Cloud,Office,Cloud Engineer
75.25,Engineering,C++,Problem Solving,Extrovert,Automotive,Hybrid,Automotive Engineer
58.11,Engineering,Networking,Analytical,Ambivert,Telecom,Office,Telecom Engineer
93.24,Engineering,SQL,Analytical,Extrovert,Data Science,Remote,Data Analyst
78.87,Engineering,Web Dev,Analytical,Introvert,Architecture,Remote,Backend Developer
58.4,Journalism,UI/UX,Creative,Introvert,Storytelling,Office,Content Creator
51.53,Engineering,C++,Analytical,Ambivert,Embedded Systems,Hybrid,Embedded Engineer
89.86,Engineering,Power BI,Communication,Ambivert,Analytics,Remote,BI Developer
65.18,Engineering,SQL,Analytical,Ambivert,Big Data,Remote,Data Engineer
71.65,Commerce,SQL,Analytical,Ambivert,Banking,Office,Risk Analyst
94.31,MBA,Power BI,Communication,Extrovert,Digital Marketing,Remote,Digital Marketing Manager
73.87,Arts,UI/UX,Analytical,Extrovert,User Research,Remote,UX Researcher
97.16,Commerce,Power BI,Creative,Introvert,Marketing Analytics,Hybrid,Marketing Analyst
51.36,Sports,Analytics,Leadership,Introvert,Sports Tech,Remote,Sports Technology Analyst
89.53,Engineering,Python,Analytical,Ambivert,Automation,Office,RPA Developer
84.63,Journalism,Graphics Design,Leadership,Introvert,PR,Remote,PR Specialist
86.08,Sports,Excel,Team Work,Ambivert,Fitness,Remote,Fitness Manager
77.43,Commerce,Power BI,Creative,Extrovert,Marketing Analytics,Office,Marketing Analyst
89.37,Engineering,SQL,Team Work,Ambivert,Database,Hybrid,Database Administrator
66.65,Engineering,Python,Problem Solving,Introvert,MLOps,Hybrid,MLOps Engineer
88.6,Engineering,Python,Leadership,Ambivert,Automation,Office,Automation Engineer
66.43,Science,SQL,Analytical,Ambivert,Data Science,Office,Data Analyst
89.18,Arts,Graphics Design,Creative,Extrovert,Gaming,Office,Game Artist
81.65,Engineering,Python,Analytical,Ambivert,Cloud,Office,Cloud Engineer
83.95,MBA,SQL,Analytical,Extrovert,Product,Remote,Product Manager
68.48,Science,Python,Leadership,Introvert,Research,Remote,Lab Manager
52.56,Science,Python,Problem Solving,Ambivert,ML,Hybrid,AI Researcher
87.6,Arts,Web Dev,Communication,Ambivert,Media,Office,Media Designer
91.61,Science,Python,Leadership,Ambivert,Research,Office,Lab Manager
60.57,Engineering,Python,Problem Solving,Introvert,DevOps,Remote,DevOps Engineer
98.99,Commerce,SQL,Analytical,Introvert,Banking,Remote,Risk Analyst
51.4,Science,Power BI,Analytical,Introvert,Analytics,Hybrid,Research Analyst
84.64,Commerce,SQL,Analytical,Ambivert,Banking,Office,Risk Analyst
77.73,Science,Power BI,Analytical,Introvert,Analytics,Remote,Research Analyst
98.12,Engineering,SQL,Team Work,Extrovert,Database,Hybrid,Database Administrator
63.25,Engineering,Networking,Leadership,Extrovert,Cyber Security,Office,Security Engineer
71.63,Sports,Analytics,Leadership,Ambivert,Sports Tech,Hybrid,Sports Technology Analyst
87.79,Engineering,Python,Analytical,Extrovert,AI,Remote,AI Engineer
86.03,MBA,Excel,Leadership,Introvert,HR,Office,HR Manager
61.61,Engineering,SQL,Analytical,Extrovert,Business Analytics,Remote,BI Analyst
83.09,Science,Python,Analytical,Introvert,AI,Hybrid,Research Scientist
72.93,Science,SQL,Analytical,Introvert,Data Science,Remote,Data Analyst
75.91,Science,Excel,Communication,Introvert,Teaching,Remote,Science Teacher
70.44,Arts,Graphics Design,Creative,Extrovert,Design,Office,Graphic Designer
80.42,Arts,Graphics Design,Creative,Ambivert,Illustration,Remote,Illustrator
91.39,Science,Python,Analytical,Introvert,Quantum Computing,Office,Quantum Researcher
50.52,Engineering,SQL,Analytical,Ambivert,Big Data,Hybrid,Data Engineer
61.5,Engineering,Networking,Leadership,Extrovert,Cyber Security,Remote,Security Engineer
74.97,Science,Python,Problem Solving,Extrovert,ML,Hybrid,AI Researcher
61.91,MBA,Power BI,Leadership,Introvert,Operations,Hybrid,Operations Manager
82.89,MBA,Power BI,Leadership,Ambivert,Operations,Office,Operations Manager
75.4,Sports,Communication,Creative,Extrovert,Commentary,Office,Sports Broadcaster
85.38,MBA,Excel,Problem Solving,Extrovert,Supply Chain,Office,Supply Chain Manager
80.14,Science,Python,Analytical,Introvert,Bioinformatics,Office,Bioinformatics Analyst
75.75,Engineering,C++,Analytical,Introvert,Embedded Systems,Hybrid,Embedded Engineer
68.6,Sports,Analytics,Problem Solving,Extrovert,Sports Science,Remote,Sports Scientist
60.01,Sports,Analytics,Leadership,Ambivert,Sports Tech,Office,Sports Technology Analyst
59.49,Science,Power BI,Analytical,Extrovert,Analytics,Office,Research Analyst
67.82,MBA,SQL,Leadership,Introvert,Enterprise Strategy,Office,Strategy Manager
83.52,MBA,Power BI,Communication,Ambivert,Finance,Hybrid,Finance Manager
79.57,Commerce,Tally,Communication,Introvert,Taxation,Remote,Tax Consultant
84.15,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Office,Broadcast Journalist
65.78,Sports,Analytics,Communication,Introvert,Performance,Office,Performance Analyst
78.69,Engineering,Web Dev,Analytical,Extrovert,Architecture,Hybrid,Backend Developer
98.07,Engineering,C++,Problem Solving,Ambivert,Automotive,Hybrid,Automotive Engineer
76.84,Engineering,Networking,Team Work,Extrovert,Networking,Office,Network Engineer
85.81,Engineering,Python,Analytical,Ambivert,AI,Office,AI Engineer
81.21,Engineering,Web Dev,Creative,Introvert,Design,Hybrid,Frontend Developer
61.46,Sports,Excel,Leadership,Extrovert,Event Management,Hybrid,Sports Event Manager
74.54,Engineering,Python,Analytical,Introvert,AI,Hybrid,Prompt Engineer
58.47,Science,Python,Analytical,Ambivert,Bioinformatics,Remote,Bioinformatics Analyst
53.04,Journalism,Web Dev,Communication,Introvert,Broadcasting,Remote,Broadcast Journalist
72.21,Sports,Communication,Leadership,Extrovert,Coaching,Office,Coach
50.55,Arts,UI/UX,Creative,Introvert,Accessibility,Hybrid,Accessibility Designer
54.32,Engineering,Python,Leadership,Extrovert,Automation,Office,Automation Engineer
88.45,Engineering,Python,Problem Solving,Extrovert,NLP,Hybrid,NLP Engineer
53.64,Commerce,Power BI,Leadership,Extrovert,Finance,Remote,Finance Manager
94.31,MBA,Excel,Communication,Ambivert,Sales,Office,Sales Manager
84.83,Engineering,Python,Analytical,Introvert,AI,Hybrid,Data Scientist
89.01,Journalism,UI/UX,Creative,Ambivert,Storytelling,Office,Content Creator
74.23,Science,Python,Leadership,Ambivert,Research,Remote,Lab Manager
93.02,MBA,Excel,Leadership,Extrovert,HR,Office,HR Manager
52.89,Engineering,Python,Problem Solving,Ambivert,ML,Hybrid,ML Engineer
55.46,Engineering,Python,Problem Solving,Extrovert,DevOps,Remote,DevOps Engineer
74.29,Engineering,Web Dev,Analytical,Introvert,Architecture,Office,Backend Developer
84.57,Journalism,Web Dev,Leadership,Introvert,News,Hybrid,Editor
87.7,Engineering,SQL,Team Work,Extrovert,Database,Remote,Database Administrator
66.19,Engineering,Python,Problem Solving,Extrovert,ML,Hybrid,ML Engineer
75.75,Journalism,Graphics Design,Creative,Extrovert,Advertising,Hybrid,Creative Director
99.35,Sports,Analytics,Problem Solving,Ambivert,Sports Science,Office,Sports Scientist
58.27,Science,Python,Leadership,Extrovert,Research,Hybrid,Lab Manager
59.79,Science,Python,Leadership,Extrovert,Research,Office,Lab Manager
70.18,Commerce,SQL,Analytical,Introvert,FinTech,Office,FinTech Analyst
58.85,Journalism,Graphics Design,Creative,Extrovert,Advertising,Hybrid,Copywriter
65.93,Commerce,Excel,Communication,Ambivert,Insurance,Hybrid,Insurance Analyst
95.26,Commerce,Excel,Leadership,Extrovert,Investment,Hybrid,Investment Analyst
69.56,Science,Python,Analytical,Extrovert,AI,Hybrid,Research Scientist
87.63,Arts,Graphics Design,Creative,Extrovert,Illustration,Remote,Illustrator
94.37,Science,Python,Analytical,Extrovert,AI,Remote,Research Scientist
91.94,Arts,Web Dev,Communication,Extrovert,Media,Hybrid,Media Designer
78.53,Commerce,Tally,Team Work,Extrovert,Accounting,Hybrid,Accountant
98.72,MBA,Power BI,Communication,Introvert,Digital Marketing,Hybrid,Digital Marketing Manager
56.99,Engineering,Networking,Analytical,Extrovert,Telecom,Hybrid,Telecom Engineer
92.98,MBA,Power BI,Communication,Extrovert,Finance,Office,Finance Manager
98.46,Science,Python,Analytical,Ambivert,Bioinformatics,Hybrid,Bioinformatics Analyst
76.98,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Office,Supply Chain Manager
52.18,Sports,Communication,Team Work,Ambivert,Athletics,Remote,Trainer
78.01,Journalism,Web Dev,Communication,Introvert,Social Media,Remote,Social Media Manager
55.1,Engineering,Python,Analytical,Extrovert,AI,Remote,Prompt Engineer
74.48,Engineering,Web Dev,Creative,Ambivert,Design,Hybrid,Frontend Developer
79.28,Science,Python,Problem Solving,Extrovert,ML,Hybrid,AI Researcher
97.43,Arts,UI/UX,Creative,Ambivert,Accessibility,Hybrid,Accessibility Designer
90.67,Commerce,SQL,Analytical,Introvert,Banking,Office,Risk Analyst
98.23,MBA,Power BI,Leadership,Ambivert,Operations,Remote,Operations Manager
77.54,MBA,Power BI,Communication,Introvert,Digital Marketing,Office,Digital Marketing Manager
98.73,Engineering,SQL,Analytical,Extrovert,Business Analytics,Hybrid,BI Analyst
84.49,MBA,Excel,Leadership,Ambivert,HR,Office,HR Manager
93.29,Arts,Graphics Design,Communication,Ambivert,Animation,Remote,Animator
75.69,Engineering,Power BI,Communication,Extrovert,Analytics,Hybrid,BI Developer
94.06,Commerce,Tally,Communication,Introvert,Taxation,Hybrid,Tax Consultant
69.5,MBA,Power BI,Communication,Ambivert,Finance,Hybrid,Finance Manager
70.04,Arts,UI/UX,Analytical,Extrovert,User Research,Hybrid,UX Researcher
92.03,Engineering,Python,Analytical,Extrovert,Automation,Office,RPA Developer
60.51,MBA,Power BI,Leadership,Extrovert,Growth Marketing,Hybrid,Growth Manager
61.16,Engineering,C++,Problem Solving,Introvert,Automotive,Remote,Automotive Engineer
92.95,MBA,SQL,Leadership,Extrovert,Enterprise Strategy,Hybrid,Strategy Manager
52.85,Commerce,Power BI,Analytical,Ambivert,Business Intelligence,Hybrid,BI Consultant
58.8,Commerce,Excel,Leadership,Extrovert,Investment,Hybrid,Investment Analyst
96.23,Sports,Analytics,Analytical,Extrovert,Sports Analytics,Office,Sports Analyst
80.48,Arts,UI/UX,Analytical,Ambivert,User Research,Office,UX Researcher
83.65,Science,SQL,Analytical,Ambivert,Data Science,Office,Data Analyst
84.27,Engineering,Networking,Leadership,Introvert,Cyber Security,Office,Security Engineer
94.79,Sports,Communication,Team Work,Ambivert,Athletics,Remote,Trainer
60.09,Arts,Graphics Design,Leadership,Extrovert,Branding,Hybrid,Brand Designer
96.26,Commerce,Power BI,Communication,Introvert,Analytics,Office,Business Analyst
59.87,MBA,SQL,Analytical,Ambivert,Consulting,Hybrid,Business Consultant
93.23,Journalism,Web Dev,Communication,Extrovert,Broadcasting,Office,Broadcast Journalist
77.21,Engineering,Web Dev,Analytical,Ambivert,Architecture,Remote,Backend Developer
83.49,Engineering,C++,Problem Solving,Ambivert,Robotics,Hybrid,Robotics Engineer
73.58,Arts,Graphics Design,Creative,Introvert,Design,Hybrid,Graphic Designer
67.27,Science,Maths,Analytical,Extrovert,Econometrics,Hybrid,Quant Analyst
73.04,Arts,Graphics Design,Creative,Extrovert,Illustration,Remote,Illustrator
78.42,Engineering,Python,Leadership,Extrovert,Automation,Office,Automation Engineer
94.53,Arts,Web Dev,Communication,Extrovert,Content Creation,Office,Content Designer
61.32,Engineering,Python,Creative,Ambivert,Computer Vision,Remote,CV Engineer
88.52,Engineering,Networking,Analytical,Introvert,Telecom,Hybrid,Telecom Engineer
72.11,Science,Excel,Communication,Introvert,Teaching,Office,Science Teacher
80.08,Sports,Analytics,Leadership,Introvert,Sports Tech,Remote,Sports Technology Analyst
82.02,Arts,Graphics Design,Creative,Ambivert,Gaming,Office,Game Artist
81.88,Engineering,C++,Analytical,Extrovert,Embedded Systems,Remote,Embedded Engineer
58.49,Engineering,Python,Problem Solving,Ambivert,MLOps,Hybrid,MLOps Engineer
60.39,Engineering,SQL,Analytical,Ambivert,Business Analytics,Remote,BI Analyst
73.93,Engineering,Python,Creative,Introvert,Generative AI,Office,GenAI Specialist
72.24,Arts,UI/UX,Creative,Extrovert,Accessibility,Remote,Accessibility Designer
64.31,Journalism,Web Dev,Communication,Extrovert,Social Media,Remote,Social Media Manager
80.93,Journalism,Web Dev,Communication,Ambivert,Broadcasting,Office,Broadcast Journalist
80.75,Sports,Analytics,Problem Solving,Ambivert,Sports Science,Hybrid,Sports Scientist
89.55,Sports,Analytics,Analytical,Introvert,Sports Analytics,Office,Sports Analyst
50.03,Engineering,Python,Problem Solving,Ambivert,NLP,Remote,NLP Engineer
72.44,Engineering,Web Dev,Communication,Ambivert,Web Apps,Hybrid,Full Stack Developer
71.8,Engineering,SQL,Analytical,Ambivert,Data Science,Remote,Data Analyst
93.85,MBA,Excel,Leadership,Extrovert,Marketing,Hybrid,Marketing Manager
83.47,Science,Maths,Analytical,Extrovert,Statistics,Hybrid,Statistician
81.72,Arts,UI/UX,Problem Solving,Introvert,Product Design,Hybrid,Product Designer
72.67,Engineering,Python,Creative,Ambivert,Generative AI,Remote,GenAI Specialist
93.67,Science,SQL,Analytical,Extrovert,Data Science,Hybrid,Data Analyst
96.49,Commerce,Power BI,Analytical,Extrovert,Business Intelligence,Hybrid,BI Consultant
96.42,Science,Python,Problem Solving,Introvert,ML,Hybrid,AI Researcher
69.5,Science,Maths,Creative,Ambivert,Physics,Remote,Research Associate
55.63,Journalism,Web Dev,Communication,Ambivert,Social Media,Hybrid,Social Media Manager
62.17,Commerce,Excel,Problem Solving,Introvert,Audit,Office,Auditor
60.15,MBA,SQL,Leadership,Introvert,Enterprise Strategy,Hybrid,Strategy Manager
89.92,Engineering,Python,Problem Solving,Ambivert,MLOps,Office,MLOps Engineer
82.99,Engineering,Networking,Analytical,Introvert,Telecom,Office,Telecom Engineer
61.1,Journalism,UI/UX,Communication,Ambivert,Publishing,Hybrid,Content Strategist
84.48,Arts,Graphics Design,Leadership,Extrovert,Branding,Remote,Brand Designer
84.65,MBA,SQL,Leadership,Introvert,Enterprise Strategy,Remote,Strategy Manager
80.25,Commerce,Excel,Analytical,Introvert,Finance,Office,Financial Analyst
92.63,MBA,Power BI,Leadership,Extrovert,Operations,Hybrid,Operations Manager
54.97,Engineering,Python,Problem Solving,Extrovert,DevOps,Remote,DevOps Engineer
58.15,Science,Python,Analytical,Introvert,AI,Remote,Research Scientist
76.75,Engineering,Networking,Team Work,Extrovert,Networking,Office,Network Engineer
99.61,Science,Maths,Creative,Extrovert,Physics,Remote,Research Associate
54.11,Engineering,Networking,Communication,Ambivert,Infrastructure,Remote,System Engineer
65.1,Commerce,SQL,Analytical,Introvert,FinTech,Remote,FinTech Analyst
95.2,Arts,Web Dev,Communication,Extrovert,Media,Hybrid,Media Designer
91.41,Journalism,Web Dev,Communication,Introvert,Digital Media,Office,Digital Journalist
64.84,MBA,Excel,Problem Solving,Ambivert,Supply Chain,Hybrid,Supply Chain Manager
64.77,Sports,Communication,Leadership,Extrovert,Coaching,Remote,Coach
61.77,Arts,Graphics Design,Creative,Extrovert,Illustration,Remote,Illustrator
83.78,Engineering,Power BI,Communication,Extrovert,Analytics,Hybrid,BI Developer
73.52,Arts,UI/UX,Analytical,Extrovert,User Research,Hybrid,UX Researcher
91.79,Journalism,Graphics Design,Creative,Ambivert,Marketing,Remote,Media Specialist
74.07,Arts,Graphics Design,Creative,Ambivert,Gaming,Office,Game Artist
79.63,MBA,Excel,Leadership,Extrovert,Marketing,Office,Marketing Manager
52.41,Journalism,Web Dev,Communication,Introvert,SEO,Hybrid,SEO Specialist
96.9,Engineering,Python,Analytical,Extrovert,AI,Remote,AI Engineer
67.47,Engineering,Python,Analytical,Extrovert,AI,Hybrid,Prompt Engineer
99.4,MBA,Excel,Problem Solving,Introvert,Supply Chain,Office,Supply Chain Manager
81.69,Science,Maths,Analytical,Introvert,Econometrics,Office,Quant Analyst
67.03,Sports,Excel,Leadership,Ambivert,Sports Marketing,Remote,Sports Marketing Manager
82.67,Sports,Analytics,Analytical,Ambivert,Sports Analytics,Office,Sports Analyst
58.76,Science,Python,Leadership,Extrovert,Research,Remote,Lab Manager
61.5,Engineering,SQL,Analytical,Introvert,Data Science,Remote,Data Analyst
76.74,Engineering,SQL,Analytical,Introvert,Business Analytics,Hybrid,BI Analyst
71.99,MBA,Power BI,Communication,Extrovert,Finance,Office,Finance Manager
93.28,Sports,Analytics,Leadership,Extrovert,Sports Tech,Hybrid,Sports Technology Analyst
75.36,Journalism,Web Dev,Communication,Extrovert,Digital Media,Office,Digital Journalist
54.93,Journalism,Graphics Design,Creative,Extrovert,Marketing,Office,Media Specialist
52.52,Engineering,Python,Analytical,Introvert,AI,Office,Prompt Engineer
99.89,Science,Python,Leadership,Ambivert,Research,Office,Lab Manager
96.42,Journalism,Communication Tools,Communication,Ambivert,Media,Remote,Journalist
55.49,Engineering,SQL,Team Work,Ambivert,Database,Remote,Database Administrator
64.14,MBA,Power BI,Analytical,Extrovert,Business Intelligence,Hybrid,BI Manager
89.14,Arts,Graphics Design,Leadership,Ambivert,Branding,Remote,Brand Designer
83.21,Sports,Excel,Leadership,Ambivert,Sports,Remote,Sports Manager
86.07,MBA,Power BI,Analytical,Ambivert,Business Intelligence,Hybrid,BI Manager
